id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1432441174837628938	1432441174837628938	2021-08-30 17:32:44 Hora estándar de Montevideo	2021-08-30	17:32:44	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		💣💣💣 Hoy contaron en Intrusos que eltrece cambiaría de horario a Barassi para dejarle buen piso a #Telenoche. Así quedarían las tardes:  14:30 #MatchGame 16:30 #GPCocina 18:30 #100ArgentinosDicen   ¿Qué opinan de este rumor? 🤔😧  https://t.co/hXJOsqATKr	es	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/E-ENpirXsAQEH4a.jpg']	25	6	47	['telenoche', 'matchgame', 'gpcocina', '100argentinosdicen']	[]	https://twitter.com/YoAmoAlTrece/status/1432441174837628938	False		1	https://pbs.twimg.com/tweet_video_thumb/E-ENpirXsAQEH4a.jpg							[]				
1432340320012865538	1432340320012865538	2021-08-30 10:51:58 Hora estándar de Montevideo	2021-08-30	10:51:58	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		"#Ratings #eltrece 29/8  #Carburando2 1.4 #LosTresChiflados 2.7 #Cine ""Peligro en la montaña"" 3.8 #Cine ""Apuesta máxima"" 3.2 #Cine ""Persiguiendo a Abbot"" 3.1 #Cine ""Baby, el aprendiz.."" 4.2 #100ArgentinosDicen 7.1 #PPT 8.9 #PoliciasEnAccion 5.2 #PasionPorElFutbol 2.4  Día: 4.5⬇️🥈  https://t.co/5bNwWQDy4g"	es	[]	[]	['https://pbs.twimg.com/media/E-Cx7doWEAkCS98.png']	0	0	7	['ratings', 'eltrece', 'carburando2', 'lostreschiflados', 'cine', 'cine', 'cine', 'cine', '100argentinosdicen', 'ppt', 'policiasenaccion', 'pasionporelfutbol']	[]	https://twitter.com/YoAmoAlTrece/status/1432340320012865538	False		1	https://pbs.twimg.com/media/E-Cx7doWEAkCS98.png							[]				
1430907674573561856	1430907674573561856	2021-08-26 11:59:09 Hora estándar de Montevideo	2021-08-26	11:59:09	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 25/8:  #ArribaArg 3.0⬆️ #NosotrosALaMañana 4.2⬆️ #LAM 4.4⬇️ #NoticieroTrece 6.4⬇️ #100ArgentinosDicen 8.2⬇️ #Divorciadas 4.3⬆️ #GPCocina 4.8⬆️ #BienvenidosABordo 6.6⬆️ #Telenoche 8.2⬆️ #8EscalonesDelMillón 9.5⬇️ #Showmatch 9.6⬇️ #Sintesis 4.6⬆️  Día: 6.9 ⬇️🥈  https://t.co/yoE5ly2HXz	und	[]	[]	['https://pbs.twimg.com/media/E9ua8cgUYAgKuc_.png']	0	1	13	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1430907674573561856	False		1	https://pbs.twimg.com/media/E9ua8cgUYAgKuc_.png							[]				
1430540192780328960	1430540192780328960	2021-08-25 11:38:54 Hora estándar de Montevideo	2021-08-25	11:38:54	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 24/8:  #ArribaArg 2.4↔️ #NosotrosALaMañana 3.7⬇️ #LAM 4.8⬇️ #NoticieroTrece 7.1⬇️ #100ArgentinosDicen 8.6⬇️ #Divorciadas 4.2⬇️ #GPCocina 4.5⬇️ #BienvenidosABordo 6.4⬆️ #Telenoche 8.0↔️ #8EscalonesDelMillón 9.8⬆️ #Showmatch 9.8⬆️ #Sintesis 3.8⬇️  Día: 7.1 ⬇️🥈  https://t.co/olAdDak1lt	und	[]	[]	['https://pbs.twimg.com/media/E9pMuMCWQA00jfx.png']	0	2	9	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1430540192780328960	False		1	https://pbs.twimg.com/media/E9pMuMCWQA00jfx.png							[]				
1430362651004133379	1430362651004133379	2021-08-24 23:53:25 Hora estándar de Montevideo	2021-08-24	23:53:25	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		Hoy #100ArgentinosDicen cumplió un año al aire y te mostramos los números del programa de entretenimiento líder de la tarde.  https://t.co/rAmpmZZd9H	es	[]	[]	['https://pbs.twimg.com/media/E9mrOJrWYAQwlKM.jpg', 'https://pbs.twimg.com/media/E9mrO3GWEAQyp99.jpg', 'https://pbs.twimg.com/media/E9mrPenWUAA8YCy.jpg', 'https://pbs.twimg.com/media/E9mrQAvWYAIwePw.jpg']	0	6	31	['100argentinosdicen']	[]	https://twitter.com/YoAmoAlTrece/status/1430362651004133379	False		1	https://pbs.twimg.com/media/E9mrOJrWYAQwlKM.jpg							[]				
1430248002510278658	1430248002510278658	2021-08-24 16:17:51 Hora estándar de Montevideo	2021-08-24	16:17:51	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		Feliz primer año al éxito de las tardes. Un saludo para todo el equipo y por muchos años más!!! #100ArgentinosDicen	es	[]	[]	[]	0	9	38	['100argentinosdicen']	[]	https://twitter.com/YoAmoAlTrece/status/1430248002510278658	False	https://twitter.com/100argdicen/status/1430246184543821830	0								[]				
1430156973056593922	1430156973056593922	2021-08-24 10:16:08 Hora estándar de Montevideo	2021-08-24	10:16:08	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 23/8:  #ArribaArg 2.4⬇️ #NosotrosALaMañana 4.2⬇️ #LAM 5.3⬆️ #NoticieroTrece 8.2⬆️ #100ArgentinosDicen 10.6⬆️ #Divorciadas 4.5⬆️ #GPCocina 4.7⬆️ #BienvenidosABordo 5.8⬇️ #Telenoche 8.0⬆️ #8EscalonesDelMillón 8.6↔️ #Showmatch 8.5⬆️ #Sintesis 3.8⬇️  Día: 7.2 ⬆️🥈  https://t.co/ZJfmKEANgu	und	[]	[]	['https://pbs.twimg.com/media/E9jwL5iXsAQrSKG.png']	0	4	20	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1430156973056593922	False		1	https://pbs.twimg.com/media/E9jwL5iXsAQrSKG.png							[]				
1429811090901377030	1429811090901377030	2021-08-23 11:21:43 Hora estándar de Montevideo	2021-08-23	11:21:43	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		"#Ratings #eltrece 22/8 》  #ElGarage 1.2 #Cine ""Promesa de vida"" 1.6 #LosTresChiflados 2.1 #Almorzando 4.0 #Cine ""Marley y yo"" 3.4 #Cine ""Guerra de papás 2"" 5.1 #100ArgentinosDicen 7.8 #PPTBox 10.2 #PoliciasEnAccion 5.6 #PasionPorElFutbol 2.5 #Cucinare 1.3  Día: 5.0 ↔️🥈  https://t.co/fb8aldFpVz"	es	[]	[]	['https://pbs.twimg.com/media/E9e1m5tX0Akc8PI.png']	2	1	9	['ratings', 'eltrece', 'elgarage', 'cine', 'lostreschiflados', 'almorzando', 'cine', 'cine', '100argentinosdicen', 'pptbox', 'policiasenaccion', 'pasionporelfutbol', 'cucinare']	[]	https://twitter.com/YoAmoAlTrece/status/1429811090901377030	False		1	https://pbs.twimg.com/media/E9e1m5tX0Akc8PI.png							[]				
1429095927327907851	1429095927327907851	2021-08-21 11:59:55 Hora estándar de Montevideo	2021-08-21	11:59:55	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 20/8:  #ArribaArg 2.7⬆️ #NosotrosALaMañana 4.5⬇️ #LAM 5.1↔️ #NoticieroTrece 6.0⬇️ #100ArgentinosDicen 7.7⬇️ #Divorciadas 4.3⬇️ #GPCocina 4.3⬇️ #BienvenidosABordo 6.1⬇️ #Telenoche 7.4⬇️ #8EscalonesDelMillón 8.6⬇️ #Showmatch 8.3⬇️ #Sintesis 4.5⬆️  Día: 6.4 ⬇️🥈  https://t.co/G3k8pSQ6sH	und	[]	[]	['https://pbs.twimg.com/media/E9UrK5TXEAUdAdt.png']	0	2	9	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1429095927327907851	False		1	https://pbs.twimg.com/media/E9UrK5TXEAUdAdt.png							[]				
1427332865549811713	1427332865549811713	2021-08-16 15:14:08 Hora estándar de Montevideo	2021-08-16	15:14:08	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		⚠️ ¿Qué pasó? Están repitiendo el programa del viernes de #100ArgentinosDicen. 🤔  https://t.co/dTyAnZjcsH	es	[]	[]	['https://pbs.twimg.com/media/E87nrFCXoAA5DTq.jpg']	7	6	43	['100argentinosdicen']	[]	https://twitter.com/YoAmoAlTrece/status/1427332865549811713	False		1	https://pbs.twimg.com/media/E87nrFCXoAA5DTq.jpg							[]				
1426578162692014080	1426578162692014080	2021-08-14 13:15:13 Hora estándar de Montevideo	2021-08-14	13:15:13	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 13/8:  #ArribaArg 2.6⬆️ #NosotrosALaMañana 4.9⬆️ #LAM 5.2⬆️ #NoticieroTrece 6.4⬇️ #100ArgentinosDicen 8.2⬆️ #Divorciadas 3.7⬇️ #GPCocina 4.1⬇️ #BienvenidosABordo 6.4⬇️ #Telenoche 6.3⬇️ #8EscalonesDelMillón 8.3⬇️ #Showmatch 8.6⬇️ #Sintesis 5.2⬆️  Día: 6.4 ⬇️🥈  https://t.co/aMvuAvCXUA	und	[]	[]	['https://pbs.twimg.com/media/E8w5RtXXEAMEI4j.png']	0	1	12	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1426578162692014080	False		1	https://pbs.twimg.com/media/E8w5RtXXEAMEI4j.png							[]				
1426171190410989569	1426171190410989569	2021-08-13 10:18:03 Hora estándar de Montevideo	2021-08-13	10:18:03	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 12/8:  #ArribaArg 2.2⬇️ #NosotrosALaMañana 4.2⬇️ #LAM 5.1⬆️ #NoticieroTrece 7.2⬆️ #100ArgentinosDicen 7.7⬇️ #Divorciadas 3.9⬇️ #GPCocina 5.6⬆️ #BienvenidosABordo 6.9⬇️ #Telenoche 7.5⬇️ #8EscalonesDelMillón 9.0↔️ #Showmatch 9.9⬆️ #Sintesis 3.9⬆️  Día: 6.9 ⬇️🥈  https://t.co/v1oOrg3Ph3	und	[]	[]	['https://pbs.twimg.com/media/E8rHI2DWEAQFB3w.png']	2	6	23	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1426171190410989569	False		1	https://pbs.twimg.com/media/E8rHI2DWEAQFB3w.png							[]				
1425092387597078532	1425092387597078532	2021-08-10 10:51:16 Hora estándar de Montevideo	2021-08-10	10:51:16	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 9/8:  #ArribaArg 2.0⬇️ #NosotrosALaMañana 4.1⬆️ #LAM 5.3⬆️ #NoticieroTrece 7.0⬆️ #100ArgentinosDicen 9.4⬆️ #Divorciadas 5.6⬆️ #GPCocina 5.7⬆️ #BienvenidosABordo 6.9⬆️ #Telenoche 7.7⬆️ #8EscalonesDelMillón 9.1⬆️ #Showmatch 9.8⬆️ #Sintesis 4.6⬇️  Día: 7.4 ⬆️🥈  https://t.co/dV0JanSfdX	und	[]	[]	['https://pbs.twimg.com/media/E8bx-NlXMAAe_Ox.png']	2	10	30	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1425092387597078532	False		1	https://pbs.twimg.com/media/E8bx-NlXMAAe_Ox.png							[]				
1424732916278517765	1424732916278517765	2021-08-09 11:02:52 Hora estándar de Montevideo	2021-08-09	11:02:52	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		"#Ratings #eltrece 8/8 》  #Cine ""Frankie &amp; Johnny"" 1.9 #LosTresChiflados 4.2 #Almorzando 5.9 #Cine ""Si decido quedarme"" 4.9 #Cine ""Baywatch: guardianes de la bahía"" 6.0 #100ArgentinosDicen 10.1 #PPTBox 10.5 #PoliciasEnAccion 5.5 #PasionPorElFutbol 3.0 #Cucinare 1.6  Día: 6.5 ⬆️🥈  https://t.co/zb3D8BTf7D"	es	[]	[]	['https://pbs.twimg.com/media/E8WrCRBXIAg94w3.png']	0	1	18	['ratings', 'eltrece', 'cine', 'lostreschiflados', 'almorzando', 'cine', 'cine', '100argentinosdicen', 'pptbox', 'policiasenaccion', 'pasionporelfutbol', 'cucinare']	[]	https://twitter.com/YoAmoAlTrece/status/1424732916278517765	False		1	https://pbs.twimg.com/media/E8WrCRBXIAg94w3.png							[]				
1424028784811028484	1424028784811028484	2021-08-07 12:24:54 Hora estándar de Montevideo	2021-08-07	12:24:54	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 6/8:  #ArribaArg 2.2⬇️ #NosotrosALaMañana 3.5⬆️ #LAM 3.9⬇️ #NoticieroTrece 5.7⬇️ #100ArgentinosDicen 7.3⬇️ #Divorciadas 3.9⬇️ #GPCocina 4.5⬇️ #BienvenidosABordo 6.5⬇️ #Telenoche 7.2⬇️ #8EscalonesDelMillón 8.8⬇️ #Showmatch 9.2⬇️ #Sintesis 4.9⬆️  Día: 6.4 ⬇️🥈  https://t.co/jh5mYNEQ1B	und	[]	[]	['https://pbs.twimg.com/media/E8MqocAWQAkycNO.png']	0	2	9	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1424028784811028484	False		1	https://pbs.twimg.com/media/E8MqocAWQAkycNO.png							[]				
1423691926637879296	1423691926637879296	2021-08-06 14:06:20 Hora estándar de Montevideo	2021-08-06	14:06:20	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 5/8:  #ArribaArg 2.7⬆️ #NosotrosALaMañana 3.4⬆️ #LAM 5.4⬆️ #NoticieroTrece 7.5⬆️ #100ArgentinosDicen 8.6⬆️ #Divorciadas 4.9⬆️ #GPCocina 5.2⬆️ #BienvenidosABordo 6.7⬆️ #Telenoche 7.6⬆️ #8EscalonesDelMillón 9.5⬆️ #Showmatch 9.6⬆️ #Sintesis 4.5⬆️  Día: 7.3 ⬆️🥈  https://t.co/zr6CdgQGtl	und	[]	[]	['https://pbs.twimg.com/media/E8H4QnVWQAELKOI.png']	2	4	17	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1423691926637879296	False		1	https://pbs.twimg.com/media/E8H4QnVWQAELKOI.png							[]				
1423297347161886723	1423297347161886723	2021-08-05 11:58:25 Hora estándar de Montevideo	2021-08-05	11:58:25	-0300	446381246	yoamoaltrece	Yo Amo Al Trece		#Ratings #eltrece 4/8:  #ArribaArg 2.1↔️ #NosotrosALaMañana 3.0⬇️ #LAM 4.1⬇️ #NoticieroTrece 5.3⬇️ #100ArgentinosDicen 6.5⬇️ #Divorciadas 3.1⬇️ #GPCocina 4.7⬇️ #BienvenidosABordo 5.8⬇️ #Telenoche 5.9⬇️ #8EscalonesDelMillón 8.3⬇️ #Showmatch 8.5⬇️ #Sintesis 4.0⬇️  Día: 5.9 ⬇️🥈  https://t.co/V2vScxBOKm	und	[]	[]	['https://pbs.twimg.com/media/E8CRZELUYAEjKe3.png']	0	1	13	['ratings', 'eltrece', 'arribaarg', 'nosotrosalamañana', 'lam', 'noticierotrece', '100argentinosdicen', 'divorciadas', 'gpcocina', 'bienvenidosabordo', 'telenoche', '8escalonesdelmillón', 'showmatch', 'sintesis']	[]	https://twitter.com/YoAmoAlTrece/status/1423297347161886723	False		1	https://pbs.twimg.com/media/E8CRZELUYAEjKe3.png							[]				
